id,season,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,venue,city,stage
268,2012,DC_OLD,DC,DC_OLD,bat,DC,0,5,Feroz Shah Kotla,Delhi,Unknown
269,2012,CSK,PW,PW,field,CSK,13,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
270,2012,PBKS,RCB,RCB,field,RCB,0,5,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
271,2012,RR,CSK,RR,bat,CSK,0,7,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
272,2012,PW,DC,DC,field,PW,20,0,Feroz Shah Kotla,Delhi,Unknown
273,2012,MI,PBKS,MI,bat,PBKS,0,6,Wankhede Stadium,Mumbai,Unknown
274,2012,DC_OLD,KKR,KKR,field,KKR,0,5,Barabati Stadium,Cuttack,Unknown
275,2012,RCB,RR,RR,field,RCB,46,0,Sawai Mansingh Stadium,Jaipur,Unknown
276,2012,PW,DC,PW,bat,DC,0,8,Subrata Roy Sahara Stadium,Pune,Unknown
277,2012,PBKS,MI,PBKS,bat,MI,0,4,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
278,2012,DC_OLD,PW,DC_OLD,bat,DC_OLD,18,0,Subrata Roy Sahara Stadium,Pune,Unknown
279,2012,DC,MI,MI,field,DC,37,0,Feroz Shah Kotla,Delhi,Unknown
280,2012,PBKS,CSK,PBKS,bat,PBKS,7,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
281,2012,KKR,RCB,KKR,bat,KKR,47,0,Eden Gardens,Kolkata,Unknown
282,2012,DC,RR,DC,bat,DC,1,0,Feroz Shah Kotla,Delhi,Unknown
283,2012,DC_OLD,MI,MI,field,MI,0,5,Wankhede Stadium,Mumbai,Unknown
284,2012,CSK,KKR,CSK,bat,KKR,0,5,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
285,2012,DC_OLD,PW,DC_OLD,bat,DC_OLD,13,0,Barabati Stadium,Cuttack,Unknown
286,2012,RR,DC,RR,bat,DC,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
287,2012,RCB,PBKS,PBKS,field,PBKS,0,4,M Chinnaswamy Stadium,Bangalore,Unknown
288,2012,MI,PW,MI,bat,MI,1,0,Subrata Roy Sahara Stadium,Pune,Unknown
289,2012,CSK,DC_OLD,CSK,bat,CSK,10,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
290,2012,KKR,PW,KKR,bat,KKR,7,0,Eden Gardens,Kolkata,Unknown
291,2012,RR,PBKS,RR,bat,RR,43,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
292,2012,CSK,MI,MI,field,MI,0,2,Wankhede Stadium,Mumbai,Unknown
293,2012,DC_OLD,RCB,RCB,field,RCB,0,5,M Chinnaswamy Stadium,Bangalore,Unknown
294,2012,DC,KKR,DC,bat,KKR,0,6,Feroz Shah Kotla,Delhi,Unknown
295,2012,PW,RR,PW,bat,RR,0,7,Subrata Roy Sahara Stadium,Pune,Unknown
296,2012,PBKS,DC_OLD,DC_OLD,field,PBKS,25,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
297,2012,MI,RCB,RCB,field,RCB,0,9,Wankhede Stadium,Mumbai,Unknown
298,2012,DC_OLD,DC,DC_OLD,bat,DC,0,9,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
299,2012,RR,CSK,CSK,field,CSK,0,4,Sawai Mansingh Stadium,Jaipur,Unknown
300,2012,RCB,PW,PW,field,RCB,35,0,Subrata Roy Sahara Stadium,Pune,Unknown
301,2012,MI,KKR,MI,bat,MI,27,0,Eden Gardens,Kolkata,Unknown
302,2012,DC,CSK,CSK,field,CSK,0,9,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
303,2012,RR,PW,RR,bat,RR,45,0,Sawai Mansingh Stadium,Jaipur,Unknown
304,2012,DC_OLD,PBKS,DC_OLD,bat,PBKS,0,4,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
305,2012,RCB,MI,MI,field,MI,0,5,M Chinnaswamy Stadium,Bangalore,Unknown
306,2012,KKR,CSK,CSK,field,CSK,0,5,Eden Gardens,Kolkata,Unknown
307,2012,PBKS,DC,PBKS,bat,DC,0,5,Feroz Shah Kotla,Delhi,Unknown
308,2012,KKR,MI,MI,field,KKR,32,0,Wankhede Stadium,Mumbai,Unknown
309,2012,CSK,PBKS,PBKS,field,PBKS,0,6,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
310,2012,RCB,DC,DC,field,RCB,21,0,Feroz Shah Kotla,Delhi,Unknown
311,2012,RR,DC_OLD,RR,bat,DC_OLD,0,5,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
312,2012,PBKS,DC,DC,field,DC,0,6,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
313,2012,KKR,PW,KKR,bat,KKR,34,0,Subrata Roy Sahara Stadium,Pune,Unknown
314,2012,DC_OLD,RCB,RCB,field,DC_OLD,9,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
315,2012,RR,MI,RR,bat,MI,0,10,Sawai Mansingh Stadium,Jaipur,Unknown
316,2012,KKR,DC,KKR,bat,KKR,18,0,Subrata Roy Sahara Stadium,Pune,Qualifier 1
317,2012,CSK,MI,MI,field,CSK,38,0,M Chinnaswamy Stadium,Bangalore,Elimination Final
318,2012,CSK,DC,DC,field,CSK,86,0,"MA Chidambaram Stadium, Chepauk",Chennai,Qualifier 2
319,2012,CSK,KKR,CSK,bat,KKR,0,5,"MA Chidambaram Stadium, Chepauk",Chennai,Final
320,2013,DC,KKR,KKR,field,KKR,0,6,Eden Gardens,Kolkata,Unknown
321,2013,RCB,MI,MI,field,RCB,2,0,M Chinnaswamy Stadium,Bangalore,Unknown
322,2013,SRH,PW,PW,field,SRH,22,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
323,2013,RR,DC,RR,bat,RR,5,0,Feroz Shah Kotla,Delhi,Unknown
324,2013,MI,CSK,MI,bat,MI,9,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
325,2013,PW,PBKS,PW,bat,PBKS,0,8,Subrata Roy Sahara Stadium,Pune,Unknown
326,2013,RR,KKR,KKR,field,RR,19,0,Sawai Mansingh Stadium,Jaipur,Unknown
327,2013,MI,DC,MI,bat,MI,44,0,Wankhede Stadium,Mumbai,Unknown
328,2013,SRH,RCB,SRH,bat,RCB,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
329,2013,PBKS,CSK,CSK,field,CSK,0,10,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
330,2013,KKR,RCB,RCB,field,RCB,0,8,M Chinnaswamy Stadium,Bangalore,Unknown
331,2013,RR,PW,RR,bat,PW,0,7,Subrata Roy Sahara Stadium,Pune,Unknown
332,2013,DC,SRH,DC,bat,SRH,0,3,Feroz Shah Kotla,Delhi,Unknown
333,2013,MI,PW,MI,bat,MI,41,0,Wankhede Stadium,Mumbai,Unknown
334,2013,RCB,CSK,CSK,field,CSK,0,4,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
335,2013,KKR,SRH,KKR,bat,KKR,48,0,Eden Gardens,Kolkata,Unknown
336,2013,PBKS,RR,RR,field,RR,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
337,2013,PW,CSK,PW,bat,PW,24,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
338,2013,PBKS,KKR,KKR,field,PBKS,4,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
339,2013,SRH,PW,PW,field,SRH,11,0,Maharashtra Cricket Association Stadium,Pune,Unknown
340,2013,RR,MI,RR,bat,RR,87,0,Sawai Mansingh Stadium,Jaipur,Unknown
341,2013,CSK,DC,CSK,bat,CSK,86,0,Feroz Shah Kotla,Delhi,Unknown
342,2013,PBKS,SRH,PBKS,bat,SRH,0,5,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
343,2013,KKR,CSK,KKR,bat,CSK,0,4,Eden Gardens,Kolkata,Unknown
344,2013,RR,RCB,RCB,field,RCB,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
345,2013,MI,DC,MI,bat,DC,0,9,Feroz Shah Kotla,Delhi,Unknown
346,2013,PW,PBKS,PBKS,field,PBKS,0,7,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
347,2013,RR,CSK,RR,bat,CSK,0,5,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
348,2013,RCB,PW,PW,field,RCB,130,0,M Chinnaswamy Stadium,Bangalore,Unknown
349,2013,DC,PBKS,PBKS,field,PBKS,0,5,Feroz Shah Kotla,Delhi,Unknown
350,2013,KKR,MI,KKR,bat,MI,0,5,Eden Gardens,Kolkata,Unknown
351,2013,SRH,CSK,SRH,bat,CSK,0,5,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
352,2013,PBKS,KKR,PBKS,bat,KKR,0,6,Eden Gardens,Kolkata,Unknown
353,2013,SRH,RR,SRH,bat,RR,0,8,Sawai Mansingh Stadium,Jaipur,Unknown
354,2013,MI,RCB,MI,bat,MI,58,0,Wankhede Stadium,Mumbai,Unknown
355,2013,CSK,KKR,KKR,field,CSK,14,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
356,2013,DC,PW,PW,field,DC,15,0,Shaheed Veer Narayan Singh International Stadium,Raipur,Unknown
357,2013,RCB,RR,RR,field,RR,0,4,Sawai Mansingh Stadium,Jaipur,Unknown
358,2013,MI,PBKS,MI,bat,MI,4,0,Wankhede Stadium,Mumbai,Unknown
359,2013,CSK,PW,CSK,bat,CSK,37,0,Subrata Roy Sahara Stadium,Pune,Unknown
360,2013,MI,SRH,MI,bat,SRH,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
361,2013,KKR,DC,KKR,bat,DC,0,7,Shaheed Veer Narayan Singh International Stadium,Raipur,Unknown
362,2013,CSK,PBKS,CSK,bat,CSK,15,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
363,2013,RCB,PW,RCB,bat,RCB,17,0,Subrata Roy Sahara Stadium,Pune,Unknown
364,2013,RR,KKR,RR,bat,KKR,0,8,Eden Gardens,Kolkata,Unknown
365,2013,DC,SRH,DC,bat,SRH,0,6,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
366,2013,MI,CSK,MI,bat,MI,60,0,Wankhede Stadium,Mumbai,Unknown
367,2013,PW,RR,PW,bat,RR,0,5,Sawai Mansingh Stadium,Jaipur,Unknown
368,2013,RCB,PBKS,PBKS,field,PBKS,0,6,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
369,2013,DC,RR,DC,bat,RR,0,9,Sawai Mansingh Stadium,Jaipur,Unknown
370,2013,MI,KKR,MI,bat,MI,65,0,Wankhede Stadium,Mumbai,Unknown
371,2013,CSK,SRH,SRH,field,CSK,77,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
372,2013,PBKS,RR,RR,field,RR,0,8,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
373,2013,KKR,PW,KKR,bat,KKR,46,0,Subrata Roy Sahara Stadium,Pune,Unknown
374,2013,RCB,DC,DC,field,RCB,4,0,Feroz Shah Kotla,Delhi,Unknown
375,2013,PW,MI,PW,bat,MI,0,5,Subrata Roy Sahara Stadium,Pune,Unknown
376,2013,SRH,PBKS,PBKS,field,SRH,30,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
377,2013,RCB,KKR,KKR,field,KKR,0,5,JSCA International Stadium Complex,Ranchi,Unknown
378,2013,CSK,RR,RR,field,RR,0,5,Sawai Mansingh Stadium,Jaipur,Unknown
379,2013,SRH,MI,SRH,bat,MI,0,7,Wankhede Stadium,Mumbai,Unknown
380,2013,RCB,PBKS,PBKS,field,PBKS,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
381,2013,CSK,DC,CSK,bat,CSK,33,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
382,2013,PW,KKR,KKR,field,PW,7,0,JSCA International Stadium Complex,Ranchi,Unknown
383,2013,MI,RR,RR,field,MI,14,0,Wankhede Stadium,Mumbai,Unknown
384,2013,PBKS,DC,DC,field,PBKS,7,0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
385,2013,SRH,RR,SRH,bat,SRH,23,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
386,2013,PBKS,MI,MI,field,PBKS,50,0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
387,2013,RCB,CSK,CSK,field,RCB,24,0,M Chinnaswamy Stadium,Bangalore,Unknown
388,2013,PW,DC,PW,bat,PW,38,0,Subrata Roy Sahara Stadium,Pune,Unknown
389,2013,KKR,SRH,KKR,bat,SRH,0,5,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
390,2013,CSK,MI,CSK,bat,CSK,48,0,Feroz Shah Kotla,Delhi,Qualifier 1
391,2013,SRH,RR,SRH,bat,RR,0,4,Feroz Shah Kotla,Delhi,Eliminator
392,2013,RR,MI,RR,bat,MI,0,4,Eden Gardens,Kolkata,Qualifier 2
393,2013,MI,CSK,MI,bat,MI,23,0,Eden Gardens,Kolkata,Final
394,2014,KKR,MI,KKR,bat,KKR,41,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
395,2014,DC,RCB,RCB,field,RCB,0,8,Sharjah Cricket Stadium,Unknown,Unknown
396,2014,CSK,PBKS,CSK,bat,PBKS,0,6,Sheikh Zayed Stadium,Abu Dhabi,Unknown
397,2014,SRH,RR,RR,field,RR,0,4,Sheikh Zayed Stadium,Abu Dhabi,Unknown
398,2014,MI,RCB,RCB,field,RCB,0,7,Dubai International Cricket Stadium,Unknown,Unknown
399,2014,KKR,DC,KKR,bat,DC,0,4,Dubai International Cricket Stadium,Unknown,Unknown
400,2014,RR,PBKS,PBKS,field,PBKS,0,7,Sharjah Cricket Stadium,Unknown,Unknown
401,2014,CSK,DC,CSK,bat,CSK,93,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
402,2014,PBKS,SRH,SRH,field,PBKS,72,0,Sharjah Cricket Stadium,Unknown,Unknown
403,2014,CSK,RR,RR,field,CSK,7,0,Dubai International Cricket Stadium,Unknown,Unknown
404,2014,KKR,RCB,RCB,field,KKR,2,0,Sharjah Cricket Stadium,Unknown,Unknown
405,2014,SRH,DC,SRH,bat,SRH,4,0,Dubai International Cricket Stadium,Unknown,Unknown
406,2014,MI,CSK,MI,bat,CSK,0,7,Dubai International Cricket Stadium,Unknown,Unknown
407,2014,RCB,RR,RR,field,RR,0,6,Sheikh Zayed Stadium,Abu Dhabi,Unknown
408,2014,PBKS,KKR,KKR,field,PBKS,23,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
409,2014,MI,DC,MI,bat,DC,0,6,Sharjah Cricket Stadium,Unknown,Unknown
410,2014,SRH,CSK,SRH,bat,CSK,0,5,Sharjah Cricket Stadium,Unknown,Unknown
411,2014,RCB,PBKS,PBKS,field,PBKS,0,5,Dubai International Cricket Stadium,Unknown,Unknown
412,2014,SRH,MI,MI,field,SRH,15,0,Dubai International Cricket Stadium,Unknown,Unknown
413,2014,CSK,KKR,CSK,bat,CSK,34,0,JSCA International Stadium Complex,Ranchi,Unknown
414,2014,PBKS,MI,PBKS,bat,MI,0,5,Wankhede Stadium,Mumbai,Unknown
415,2014,DC,RR,RR,field,RR,0,7,Feroz Shah Kotla,Delhi,Unknown
416,2014,SRH,RCB,RCB,field,RCB,0,4,M Chinnaswamy Stadium,Bangalore,Unknown
417,2014,RR,KKR,KKR,field,RR,10,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
418,2014,DC,CSK,CSK,field,CSK,0,8,Feroz Shah Kotla,Delhi,Unknown
419,2014,MI,RCB,RCB,field,MI,19,0,Wankhede Stadium,Mumbai,Unknown
420,2014,DC,KKR,DC,bat,KKR,0,8,Feroz Shah Kotla,Delhi,Unknown
421,2014,PBKS,CSK,CSK,field,PBKS,44,0,Barabati Stadium,Cuttack,Unknown
422,2014,SRH,RR,RR,field,SRH,32,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
423,2014,PBKS,RCB,RCB,field,PBKS,32,0,M Chinnaswamy Stadium,Bangalore,Unknown
424,2014,DC,SRH,SRH,field,SRH,0,8,Feroz Shah Kotla,Delhi,Unknown
425,2014,MI,CSK,CSK,field,CSK,0,4,Wankhede Stadium,Mumbai,Unknown
426,2014,PBKS,KKR,KKR,field,KKR,0,9,Barabati Stadium,Cuttack,Unknown
427,2014,RCB,RR,RCB,bat,RR,0,5,M Chinnaswamy Stadium,Bangalore,Unknown
428,2014,SRH,MI,SRH,bat,MI,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
429,2014,RR,CSK,RR,bat,CSK,0,5,JSCA International Stadium Complex,Ranchi,Unknown
430,2014,RCB,DC,DC,field,RCB,16,0,M Chinnaswamy Stadium,Bangalore,Unknown
431,2014,SRH,PBKS,PBKS,field,PBKS,0,6,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
432,2014,MI,KKR,KKR,field,KKR,0,6,Barabati Stadium,Cuttack,Unknown
433,2014,RR,DC,DC,field,RR,62,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
434,2014,CSK,RCB,CSK,bat,RCB,0,5,JSCA International Stadium Complex,Ranchi,Unknown
435,2014,SRH,KKR,SRH,bat,KKR,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
436,2014,MI,RR,MI,bat,MI,25,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
437,2014,DC,PBKS,PBKS,field,PBKS,0,4,Feroz Shah Kotla,Delhi,Unknown
438,2014,RCB,SRH,RCB,bat,SRH,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
439,2014,CSK,KKR,KKR,field,KKR,0,8,Eden Gardens,Kolkata,Unknown
440,2014,PBKS,MI,MI,field,MI,0,7,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
441,2014,KKR,RCB,RCB,field,KKR,30,0,Eden Gardens,Kolkata,Unknown
442,2014,CSK,SRH,SRH,field,SRH,0,6,JSCA International Stadium Complex,Ranchi,Unknown
443,2014,MI,DC,DC,field,MI,15,0,Wankhede Stadium,Mumbai,Unknown
444,2014,PBKS,RR,RR,field,PBKS,16,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
445,2014,RCB,CSK,CSK,field,CSK,0,8,M Chinnaswamy Stadium,Bangalore,Unknown
446,2014,SRH,KKR,KKR,field,KKR,0,4,Eden Gardens,Kolkata,Unknown
447,2014,DC,PBKS,PBKS,field,PBKS,0,7,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
448,2014,RR,MI,MI,field,MI,0,5,Wankhede Stadium,Mumbai,Unknown
449,2014,KKR,PBKS,PBKS,field,KKR,28,0,Eden Gardens,Kolkata,Qualifier 1
450,2014,MI,CSK,CSK,field,CSK,0,7,Brabourne Stadium,Mumbai,Eliminator
451,2014,PBKS,CSK,CSK,field,PBKS,24,0,Wankhede Stadium,Mumbai,Qualifier 2
452,2014,PBKS,KKR,KKR,field,KKR,0,3,M Chinnaswamy Stadium,Bangalore,Final
453,2015,MI,KKR,KKR,field,KKR,0,7,Eden Gardens,Kolkata,Unknown
454,2015,CSK,DC,DC,field,CSK,1,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
455,2015,RR,PBKS,PBKS,field,RR,26,0,Maharashtra Cricket Association Stadium,Pune,Unknown
456,2015,CSK,SRH,CSK,bat,CSK,45,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
457,2015,KKR,RCB,RCB,field,RCB,0,3,Eden Gardens,Kolkata,Unknown
458,2015,DC,RR,RR,field,RR,0,3,Feroz Shah Kotla,Delhi,Unknown
459,2015,PBKS,MI,MI,field,PBKS,18,0,Wankhede Stadium,Mumbai,Unknown
460,2015,RCB,SRH,SRH,field,SRH,0,8,M Chinnaswamy Stadium,Bangalore,Unknown
